United_States_09d4	0.0036457336514012714
Wikimedia_Commons_7b57	0.002900211896448498
Country	0.0023841930025667655
England	0.0016076354928546597
Europe	0.0015933116155583784
United_Kingdom_5ad7	0.0015799597781994393
Water	0.001571754007258558
Germany	0.0015686775452684073
France	0.001531445614343456
Earth	0.0014988870322325027
Animal	0.0014958840282320051
City	0.0013810933222232935
Week	0.0012601469526201522
Asia	0.00118357535920737
Sunday	0.0011576600309512028
Monday	0.001139477524995262
Wiktionary	0.0011320878560800844
Wednesday	0.001128687015999079
Money	0.001115526582271338
Plant	0.0011052005445277239
Friday	0.0011013976632123104
Saturday	0.0010888137917031122
Thursday	0.0010746325652031873
Tuesday	0.0010669479717028826
Computer	0.0010669225101869132
English_language	0.0010656025668084703
Italy	0.0010469039398389218
India	0.001033585441193405
Government	0.0010132042636543533
_D.C._323f	0.001001837832473025
Number	9.855574595061616E-4
Spain	9.406654067074949E-4
Day	9.224994734035039E-4
Japan	9.153854119918876E-4
People	8.796167589891882E-4
Canada	8.710942360287429E-4
Human	8.686985873664649E-4
index	8.529201091173797E-4
Wikimedia_Foundation_83d9	8.40931992223139E-4
China	8.295991280424488E-4
Energy	8.276148061790142E-4
Australia	8.114646908573078E-4
Sun	8.034399065516392E-4
Food	8.011831453471419E-4
Science	7.923885156043215E-4
Mathematics	7.82651778372165E-4
Television	7.35986131568437E-4
Russia	7.208563970496322E-4
Year	6.961548322727732E-4
Los_Angeles	6.924078018382897E-4
_California_b493	6.924078018382893E-4
Music	6.916830562589343E-4
State	6.914331367404398E-4
Greece	6.787279638417431E-4
Capital_(city)	6.78404509085539E-4
Language	6.78362396720809E-4
Scotland	6.70162173307612E-4
Metal	6.623374408318624E-4
Wikipedia	6.560903595997063E-4
Greek_language	6.500613079612854E-4
Planet	6.462953540618662E-4
2004	6.433628257067803E-4
Sound	6.264262609857914E-4
Religion	6.236739564126083E-4
London	6.204100192718527E-4
Africa	6.180356051345437E-4
Poland	5.852750438202857E-4
Geography	5.812612819203004E-4
Liquid	5.777047110862671E-4
20th_century	5.76114398988235E-4
Law	5.747524438640871E-4
World	5.663472987962343E-4
19th_century	5.622349664351726E-4
Scientist	5.59432652398932E-4
Society	5.579988436816589E-4
Atom	5.468071730352902E-4
History	5.372370234330368E-4
Latin	5.357806963518491E-4
Light	5.332097866950045E-4
Sweden	5.331274184389002E-4
War	5.252912885462298E-4
Netherlands	5.219408236606958E-4
Culture	5.207168683643369E-4
Turkey	5.065003152894516E-4
God	5.058889138784565E-4
Building	5.046897480612292E-4
Plural	5.008986206913951E-4
Information	4.96629864002508E-4
Chemical_element	4.885551798428397E-4
Portugal	4.8531122420991565E-4
Inhabitant	4.842023345969617E-4
Centuries	4.840585430152251E-4
Denmark	4.763826217595932E-4
Austria	4.728231511692797E-4
Cyprus	4.7034871240464807E-4
Ocean	4.647943443190837E-4
Moon	4.596621382377667E-4
Species	4.594335938218219E-4
Disease	4.583093198737373E-4
Book	4.577428022501388E-4
